0,711098
0,745008
0,6732
0,679184
0,705115
0,703119
0,682174
0,690454
0,690153
0,75099
0,682175
0,683262
0,733044
0,679184
0,686164
0,724064
0,747003
0,686165
0,702122
0,815092
0,701126
0,68118
0,685167
0,678187
0,750991
0,707258
0,704117
0,784901
0,753984
0,714297
0,998331
0,743266
0,750992
0,766354
0,763959
0,94481
0,787964
0,73907
0,750521
0,730049
0,687162
0,791883
0,941608
1,30451
0,655248
0,669212
0,782897
0,79986
0,937632
1,08531
0,84275
0,814819
0,812826
1,25189
0,810832
0,679573
0,916549
0,673199
0,680184
0,682267
1,06316
1,03721
1,0472
1,07413
1,32909
1,39239
1,42619
1,66056
1,66555
1,36934
1,04421
0,995597
1,00132
1,01326
1,05416
1,54686
1,44819
1,67552
1,39941
1,38041
