0,657042
0,655517
0,64459
0,647634
0,652717
0,648861
0,647138
0,646213
0,661724
0,65221
0,660749
0,679487
0,665724
0,660462
0,65716
0,658774
0,661792
0,653272
0,657023
0,655767
0,660393
0,659294
0,654411
0,652852
0,658373
0,67901
0,672634
0,672581
0,677829
0,670608
0,703668
0,704795
0,701986
0,701598
0,698207
0,696689
0,701218
0,699864
0,693557
0,695128
0,668152
0,668314
0,701099
0,821052
0,658743
0,652861
0,660154
0,697535
0,785215
0,986879
0,749813
0,752813
0,765057
0,754815
0,754946
0,643803
0,648653
0,660859
0,65799
0,677087
0,890068
0,861385
0,852081
0,852763
0,854834
0,915852
0,913758
0,923194
0,933377
0,923786
0,957241
0,972665
0,952896
0,960675
0,955555
1,18525
1,18526
1,19299
1,18447
1,18816
