0,643913
0,661584
0,647253
0,6466
0,649358
0,64557
0,650174
0,642164
0,647544
0,663814
0,653209
0,659083
0,667453
0,655058
0,651084
0,659085
0,661158
0,656516
0,659756
0,669703
0,658995
0,65254
0,656238
0,65357
0,657942
0,670477
0,672267
0,682789
0,678618
0,675331
0,737189
0,714651
0,714097
0,712193
0,712562
0,714564
0,707136
0,703363
0,70347
0,701277
0,659133
0,712134
0,854654
1,25597
0,631337
0,640323
0,689726
0,719462
0,821077
1,04264
0,763743
0,767297
0,76813
0,783165
0,770396
0,644732
0,672208
0,64276
0,643817
0,643559
1,00277
0,989378
0,990745
1,00487
1,03261
1,34675
1,35372
1,34969
1,35157
1,33666
0,971919
0,95812
0,957596
0,962618
0,968238
1,36981
1,3594
1,39183
1,35534
1,34996
