0,629457
0,629316
0,626323
0,62533
0,631312
0,632309
0,629315
0,629317
0,630311
0,631312
0,638294
0,638294
0,64029
0,640285
0,6353
0,641284
0,638293
0,630448
0,634304
0,638293
0,635301
0,639291
0,62831
0,632311
0,632309
0,655251
0,654249
0,659274
0,656405
0,653518
0,678188
0,680183
0,682175
0,680181
0,680181
0,674453
0,679185
0,675357
0,677189
0,681176
0,640282
0,644563
0,678185
0,78091
0,627322
0,626324
0,64029
0,676179
0,762961
0,965529
0,731045
0,730046
0,732043
0,732043
0,731044
0,624331
0,623335
0,630313
0,633306
0,649263
0,831775
0,835765
0,828787
0,828784
0,831776
0,890831
0,88563
0,895603
0,89162
0,885894
0,927518
0,935498
0,930511
0,934502
0,935498
1,16389
1,15918
1,1589
1,15292
1,14993
