0,623333
0,630315
0,628312
0,624333
0,632309
0,62433
0,625325
0,621349
0,629317
0,627323
0,636299
0,637291
0,637535
0,638294
0,635303
0,636297
0,636297
0,640287
0,637515
0,638294
0,634371
0,638288
0,634303
0,637297
0,638293
0,656245
0,656246
0,659238
0,656246
0,654252
0,698133
0,695318
0,691152
0,692289
0,693169
0,682176
0,688159
0,680231
0,676194
0,676192
0,641287
0,688159
0,828783
1,22273
0,618346
0,625329
0,641429
0,67819
0,781908
1,02127
0,741019
0,746001
0,742101
0,746003
0,744011
0,628318
0,633305
0,62631
0,625328
0,624331
0,977383
0,970397
0,9724
0,972389
0,982374
1,31548
1,31847
1,31548
1,3085
1,3105
0,944475
0,941483
0,943477
0,932689
0,941482
1,32546
1,33143
1,33053
1,3297
1,33244
